id,text,difficulty,expected_intents,expected_domain,keyword_intents,keyword_domain,keyword_start_date,keyword_end_date,llm_intents,llm_domain,llm_start_date,llm_end_date,reconciled_intents,reconciled_domain,reconciled_start_date,reconciled_end_date,final_intents,final_domain,final_start_date,final_end_date,selected_step,final_primary_ok,final_full_ok,final_intent_recall,final_intent_precision,final_intent_f1,keyword_primary_ok,llm_primary_ok,reconciled_primary_ok
109,同步今天数据，然后生成日报,medium,sync_trigger|report_trigger,,sync_trigger|report_trigger,,2026-08-23,2026-08-23,sync_trigger|report_trigger,,2026-08-23,2026-08-23,sync_trigger|report_trigger,,2026-08-23,2026-08-23,sync_trigger|report_trigger,,2026-08-23,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
110,拉取近3天训记并生成报告,medium,sync_trigger|report_trigger,,sync_trigger|report_trigger,,2026-08-21,2026-08-23,sync_trigger|report_trigger,,2026-08-21,2026-08-23,sync_trigger|report_trigger,,2026-08-21,2026-08-23,sync_trigger|report_trigger,,2026-08-21,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
111,生成最近7天的报告并附上体重折线图,medium,report_trigger|chart_trigger,body,report_trigger|chart_trigger,body,2026-08-17,2026-08-23,report_trigger|chart_trigger,body,2026-08-17,2026-08-23,report_trigger|chart_trigger,body,2026-08-17,2026-08-23,report_trigger|chart_trigger,body,2026-08-17,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
112,同步数据后画近7天体重折线图,medium,sync_trigger|chart_trigger,body,sync_trigger|chart_trigger,body,2026-08-17,2026-08-23,sync_trigger|chart_trigger,body,2026-08-17,2026-08-23,sync_trigger|chart_trigger,body,2026-08-17,2026-08-23,sync_trigger|chart_trigger,body,2026-08-17,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
113,生成日报并把体脂趋势图插进去,medium,report_trigger|chart_trigger,body,report_trigger|chart_trigger,body,,,report_trigger|chart_trigger,body,,,report_trigger|chart_trigger,body,,,report_trigger|chart_trigger,body,,,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
114,出报告同时生成热量柱状图,medium,report_trigger|chart_trigger,nutrition,chart_trigger,nutrition,,,report_trigger|chart_trigger,nutrition,,,report_trigger|chart_trigger,nutrition,,,report_trigger|chart_trigger,nutrition,,,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
115,同步并生成报告，再附训练量折线图,medium,sync_trigger|report_trigger|chart_trigger,fitness,report_trigger|chart_trigger,fitness,,,sync_trigger|report_trigger|chart_trigger,fitness,,,sync_trigger|report_trigger|chart_trigger,fitness,,,sync_trigger|report_trigger|chart_trigger,fitness,,,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
116,拉取数据、生成日报、画体重图,medium,sync_trigger|report_trigger|chart_trigger,body,sync_trigger|report_trigger,body,,,sync_trigger|report_trigger|chart_trigger,body,,,sync_trigger|report_trigger|chart_trigger,body,,,sync_trigger|report_trigger|chart_trigger,body,,,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
117,记录体重72kg并设定目标70kg,medium,manual_entry|goal_setting,body,manual_entry|goal_setting,body,,2026-08-23,manual_entry|goal_setting,body,,,manual_entry|goal_setting,body,,,manual_entry|goal_setting,body,,,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
118,录入体脂18%然后设目标15%,medium,manual_entry|goal_setting,body,manual_entry|goal_setting,body,,2026-08-23,manual_entry|goal_setting,body,,,manual_entry|goal_setting,body,,,manual_entry|goal_setting,body,,,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
119,记录初始体重130kg，目标减到85kg,medium,manual_entry|goal_setting,body,manual_entry|goal_setting,body,,2026-08-23,manual_entry|goal_setting,body,,,manual_entry|goal_setting,body,,,manual_entry|goal_setting,body,,,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
120,添加今天体重71kg并修改目标为68kg,medium,manual_entry|goal_setting,body,manual_entry|goal_setting,body,2026-08-23,2026-08-23,manual_entry|goal_setting,body,2026-08-23,2026-08-23,manual_entry|goal_setting,body,2026-08-23,2026-08-23,manual_entry|goal_setting,body,2026-08-23,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
121,以2025年9月1日为起点记录初始体重130kg，目标减到85kg，评价减肥进度,medium,manual_entry|goal_setting|trend_analysis,body,manual_entry|goal_setting|trend_analysis,body,2025-09-01,2025-09-01,manual_entry|goal_setting|trend_analysis,body,2025-09-01,2026-08-23,manual_entry|goal_setting|trend_analysis,body,2025-09-01,2026-08-23,manual_entry|goal_setting|trend_analysis,body,2025-09-01,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
122,记录体重72.5kg，帮我看看减脂进度怎么样,medium,manual_entry|trend_analysis,body,manual_entry|trend_analysis,body,,2026-08-23,manual_entry|trend_analysis,body,,,manual_entry|trend_analysis,body,,,manual_entry|trend_analysis,body,,,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
123,录入今天体脂后分析近30天变化,medium,manual_entry|trend_analysis,body,trend_analysis,body,2026-07-25,2026-08-23,manual_entry|trend_analysis,body,2026-07-25,2026-08-23,manual_entry|trend_analysis,body,2026-07-25,2026-08-23,manual_entry|trend_analysis,body,2026-07-25,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
124,记录午餐后看看今天蛋白够不够,medium,manual_entry|data_query,nutrition,manual_entry,nutrition,,,manual_entry|data_query,nutrition,2026-08-23,2026-08-23,manual_entry|data_query,nutrition,2026-08-23,2026-08-23,manual_entry|data_query,nutrition,2026-08-23,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
125,我昨天蛋白质摄入和推荐量差多少,medium,data_query|web_search,nutrition,data_query,nutrition,,,data_query|web_search,nutrition,2026-08-22,2026-08-22,data_query|web_search,nutrition,2026-08-22,2026-08-22,data_query|web_search,nutrition,2026-08-22,2026-08-22,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
126,查昨天训练记录并搜一下背部训练动作推荐,medium,data_query|web_search,fitness,web_search,fitness,,,data_query|web_search,fitness,2026-08-22,2026-08-22,data_query|web_search,fitness,2026-08-22,2026-08-22,data_query|web_search,fitness,2026-08-22,2026-08-22,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
127,对比近7天摄入并查减脂期蛋白建议,medium,trend_analysis|web_search,nutrition,trend_analysis,nutrition,2026-08-17,2026-08-23,trend_analysis|web_search,nutrition,2026-08-17,2026-08-23,trend_analysis|web_search,nutrition,2026-08-17,2026-08-23,trend_analysis|web_search,nutrition,2026-08-17,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
128,生成饮食规划文档,medium,trend_analysis,nutrition,trend_analysis,nutrition,,,trend_analysis,nutrition,,,trend_analysis,nutrition,,,trend_analysis,nutrition,,,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
129,写一份背部训练计划文档,medium,trend_analysis,fitness,trend_analysis,fitness,,,trend_analysis,fitness,,,trend_analysis,fitness,,,trend_analysis,fitness,,,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
130,导出近30天训练总结文档,medium,trend_analysis,fitness,trend_analysis,fitness,,,trend_analysis,fitness,2026-07-25,2026-08-23,trend_analysis,fitness,2026-07-25,2026-08-23,trend_analysis,fitness,2026-07-25,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
131,把体重折线图插入到8月24日的日报,medium,chart_trigger,body,chart_trigger,body,2025-08-24,2025-08-24,chart_trigger,body,2025-08-24,2025-08-24,chart_trigger,body,2025-08-24,2025-08-24,chart_trigger,body,2025-08-24,2025-08-24,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
132,生成8月20日到8月27日周期报表,medium,report_trigger,,report_trigger,,2025-08-27,2026-08-20,report_trigger,,2025-08-27,2026-08-20,report_trigger,,2025-08-27,2026-08-20,report_trigger,,2025-08-27,2026-08-20,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
133,近30天体重和训练对比分析,medium,trend_analysis,body,trend_analysis,body,2026-07-25,2026-08-23,trend_analysis,body,2026-07-25,2026-08-23,trend_analysis,body,2026-07-25,2026-08-23,trend_analysis,body,2026-07-25,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
134,分析近14天饮食并给减脂建议,medium,trend_analysis,nutrition,trend_analysis,nutrition,2026-08-10,2026-08-23,trend_analysis|web_search,nutrition,2026-08-10,2026-08-23,trend_analysis|web_search,nutrition,2026-08-10,2026-08-23,trend_analysis|web_search,nutrition,2026-08-10,2026-08-23,llm_reconciled,True,False,1.0,0.5,0.6666666666666666,True,True,True
135,根据我过往训练记录安排今天练背,medium,trend_analysis,fitness,data_query,,,,plan_adjust,fitness,2026-08-23,2026-08-23,plan_adjust,fitness,2026-08-23,2026-08-23,plan_adjust,fitness,2026-08-23,2026-08-23,llm_reconciled,False,False,0.0,0.0,0.0,False,False,False
136,结合历史数据给我个性化饮食建议,medium,trend_analysis,nutrition,general,,,,trend_analysis,nutrition,,,trend_analysis,nutrition,,,trend_analysis,nutrition,,,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
137,今天练什么，参考我最近的腿部训练,medium,trend_analysis,fitness,data_query,fitness,,,,,,,,,,,data_query,fitness,,,keyword_fallback,False,False,0.0,0.0,0.0,False,,
138,查询今天体重并分析近7天趋势,medium,data_query|trend_analysis,body,trend_analysis,body,2026-08-17,2026-08-23,data_query|trend_analysis,body,2026-08-17,2026-08-23,data_query|trend_analysis,body,2026-08-17,2026-08-23,data_query|trend_analysis,body,2026-08-17,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
139,昨天吃了多少蛋白，顺便看近一周变化,medium,data_query|trend_analysis,nutrition,trend_analysis,nutrition,2026-08-22,2026-08-22,data_query|trend_analysis,nutrition,2026-08-17,2026-08-22,data_query|trend_analysis,nutrition,2026-08-17,2026-08-22,data_query|trend_analysis,nutrition,2026-08-17,2026-08-22,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
140,同步后分析近7天体重变化,medium,sync_trigger|trend_analysis,body,trend_analysis,body,2026-08-17,2026-08-23,sync_trigger|trend_analysis,body,2026-08-17,2026-08-23,sync_trigger|trend_analysis,body,2026-08-17,2026-08-23,sync_trigger|trend_analysis,body,2026-08-17,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
141,每天早上7点同步并生成日报,medium,schedule_manage,,schedule_manage,,,,schedule_manage,,,,schedule_manage,,,,schedule_manage,,,,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
142,设置每晚21点同步最近3天数据,medium,schedule_manage,,sync_trigger,,2026-08-21,2026-08-23,schedule_manage,,,,schedule_manage,,,,schedule_manage,,,,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
143,查看定时任务并修改日报时间为8点,medium,schedule_manage,,schedule_manage,,,,schedule_manage,,,,schedule_manage,,,,schedule_manage,,,,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
144,今天不练了，顺便查一下昨天训练量,medium,plan_adjust|data_query,fitness,data_query,fitness,,,plan_adjust|data_query,fitness,2026-08-22,2026-08-22,plan_adjust|data_query,fitness,2026-08-22,2026-08-22,plan_adjust|data_query,fitness,2026-08-22,2026-08-22,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
145,取消今天训练，分析本周训练频率,medium,plan_adjust|trend_analysis,fitness,plan_adjust,fitness,,,plan_adjust|trend_analysis,fitness,2026-08-17,2026-08-23,plan_adjust|trend_analysis,fitness,2026-08-17,2026-08-23,plan_adjust|trend_analysis,fitness,2026-08-17,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
146,调整计划：明天练背，参考上次背部训练,medium,plan_adjust|trend_analysis,fitness,plan_adjust,fitness,,,plan_adjust,fitness,,,plan_adjust,fitness,,,plan_adjust,fitness,,,llm_reconciled,True,False,0.5,1.0,0.6666666666666666,True,True,True
147,目标降到70kg，分析当前进度,medium,goal_setting|trend_analysis,body,goal_setting,body,,,goal_setting|trend_analysis,body,,,goal_setting|trend_analysis,body,,,goal_setting|trend_analysis,body,,,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
148,设定体脂15%并看近30天变化,medium,goal_setting|trend_analysis,body,trend_analysis,body,2026-07-25,2026-08-23,goal_setting|trend_analysis,body,2026-07-25,2026-08-23,goal_setting|trend_analysis,body,2026-07-25,2026-08-23,goal_setting|trend_analysis,body,2026-07-25,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
149,生成昨天日报，不要插入其他内容,medium,report_trigger,,report_trigger,,2026-08-22,2026-08-22,report_trigger,,2026-08-22,2026-08-22,report_trigger,,2026-08-22,2026-08-22,report_trigger,,2026-08-22,2026-08-22,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
150,同步昨天和今天的数据,medium,sync_trigger,,sync_trigger,,2026-08-22,2026-08-23,sync_trigger,,2026-08-22,2026-08-23,sync_trigger,,2026-08-22,2026-08-23,sync_trigger,,2026-08-22,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
151,同步最近7天和今天的数据,medium,sync_trigger,,sync_trigger,,2026-08-17,2026-08-23,sync_trigger,,2026-08-17,2026-08-23,sync_trigger,,2026-08-17,2026-08-23,sync_trigger,,2026-08-17,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
152,生成最近7天体重折线图并保存,medium,chart_trigger,body,chart_trigger,body,2026-08-17,2026-08-23,chart_trigger,body,2026-08-17,2026-08-23,chart_trigger,body,2026-08-17,2026-08-23,chart_trigger,body,2026-08-17,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
153,画近30天训练次数柱状图,medium,chart_trigger,fitness,chart_trigger,fitness,2026-07-25,2026-08-23,chart_trigger,fitness,2026-07-25,2026-08-23,chart_trigger,fitness,2026-07-25,2026-08-23,chart_trigger,fitness,2026-07-25,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
154,搜一下减脂期每天蛋白吃多少，并对照我昨天摄入,medium,web_search|data_query,nutrition,web_search,nutrition,,,web_search|data_query,nutrition,2026-08-22,2026-08-22,web_search|data_query,nutrition,2026-08-22,2026-08-22,web_search|data_query,nutrition,2026-08-22,2026-08-22,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
155,联网查HIIT训练频率，再结合我上周训练记录给建议,medium,web_search|trend_analysis,fitness,web_search,fitness,,,,,,,,,,,web_search,fitness,,,keyword_fallback,True,False,0.5,1.0,0.6666666666666666,True,,
156,记录体重71.2kg,medium,manual_entry,body,manual_entry,body,,2026-08-23,manual_entry,body,,,manual_entry,body,,,manual_entry,body,,,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
157,添加晚餐牛肉200g,medium,manual_entry,nutrition,manual_entry,nutrition,,,manual_entry,nutrition,,,manual_entry,nutrition,,,manual_entry,nutrition,,,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
158,查询8月21日练了什么,medium,data_query,fitness,data_query,,,,data_query,fitness,2026-08-21,2026-08-21,data_query,fitness,2026-08-21,2026-08-21,data_query,fitness,2026-08-21,2026-08-21,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
159,近7天碳水趋势,medium,trend_analysis,nutrition,trend_analysis,nutrition,2026-08-17,2026-08-23,trend_analysis,nutrition,2026-08-17,2026-08-23,trend_analysis,nutrition,2026-08-17,2026-08-23,trend_analysis,nutrition,2026-08-17,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
160,近10天睡眠和训练关系,medium,trend_analysis,fitness,trend_analysis,fitness,2026-08-14,2026-08-23,trend_analysis,fitness,2026-08-14,2026-08-23,trend_analysis,fitness,2026-08-14,2026-08-23,trend_analysis,fitness,2026-08-14,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
161,对比近一个月训练和体重,medium,trend_analysis,,trend_analysis,body,,,trend_analysis,fitness,2026-07-24,2026-08-23,trend_analysis,fitness,2026-07-24,2026-08-23,trend_analysis,fitness,2026-07-24,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
162,生成8.21的报告,medium,report_trigger,,report_trigger,,2026-08-21,2026-08-21,report_trigger,,2026-08-21,2026-08-21,report_trigger,,2026-08-21,2026-08-21,report_trigger,,2026-08-21,2026-08-21,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
163,同步训记后出一份完整健康报告,medium,sync_trigger|report_trigger,,sync_trigger,,,,sync_trigger|report_trigger,,,,sync_trigger|report_trigger,,,,sync_trigger|report_trigger,,,,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
164,更新数据、分析趋势、生成报告,medium,sync_trigger|trend_analysis|report_trigger,,sync_trigger|report_trigger,,,,sync_trigger|trend_analysis|report_trigger,,,,sync_trigger|trend_analysis|report_trigger,,,,sync_trigger|trend_analysis|report_trigger,,,,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
165,录入体重后同步训记再分析趋势,medium,manual_entry|sync_trigger|trend_analysis,body,trend_analysis,body,,,manual_entry|sync_trigger|trend_analysis,body,,,manual_entry|sync_trigger|trend_analysis,body,,,manual_entry|sync_trigger|trend_analysis,body,,,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
166,拉取近7天数据，画体重图，写进日报,medium,sync_trigger|chart_trigger|report_trigger,body,sync_trigger|report_trigger,body,2026-08-17,2026-08-23,sync_trigger|chart_trigger,body,2026-08-17,2026-08-23,sync_trigger|chart_trigger,body,2026-08-17,2026-08-23,sync_trigger|chart_trigger,body,2026-08-17,2026-08-23,llm_reconciled,True,False,0.6666666666666666,1.0,0.8,True,True,True
167,设定目标68kg，生成饮食规划文档,medium,goal_setting|trend_analysis,nutrition,trend_analysis,body,,,goal_setting|trend_analysis,nutrition,,,goal_setting|trend_analysis,nutrition,,,goal_setting|trend_analysis,nutrition,,,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
168,记录体脂并生成近30天体脂报告,medium,manual_entry|trend_analysis,body,report_trigger,body,2026-07-25,2026-08-23,manual_entry|trend_analysis,body,2026-07-25,2026-08-23,manual_entry|trend_analysis,body,2026-07-25,2026-08-23,manual_entry|trend_analysis,body,2026-07-25,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
169,查今天热量并搜减脂热量缺口建议,medium,data_query|web_search,nutrition,data_query,nutrition,,,data_query|web_search,nutrition,2026-08-23,2026-08-23,data_query|web_search,nutrition,2026-08-23,2026-08-23,data_query|web_search,nutrition,2026-08-23,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
170,分析近7天训练并搜背部恢复方法,medium,trend_analysis|web_search,fitness,trend_analysis,fitness,2026-08-17,2026-08-23,trend_analysis|web_search,fitness,2026-08-17,2026-08-23,trend_analysis|web_search,fitness,2026-08-17,2026-08-23,trend_analysis|web_search,fitness,2026-08-17,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
171,生成训练计划文档，结合我最近的卧推记录,medium,trend_analysis,fitness,trend_analysis,fitness,,,trend_analysis,fitness,,,trend_analysis,fitness,,,trend_analysis,fitness,,,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
172,同步、出报告、插入折线图一条龙,medium,sync_trigger|report_trigger|chart_trigger,body,chart_trigger,,,,sync_trigger|report_trigger|chart_trigger,,,,sync_trigger|report_trigger|chart_trigger,,,,sync_trigger|report_trigger|chart_trigger,,,,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
173,每天6点同步并7点出日报,medium,schedule_manage,,schedule_manage,,,,schedule_manage,,,,schedule_manage,,,,schedule_manage,,,,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
174,取消定时同步任务,medium,schedule_manage,,schedule_manage,,,,schedule_manage,,,,schedule_manage,,,,schedule_manage,,,,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
175,把明天训练改成休息并更新计划,medium,plan_adjust,fitness,plan_adjust,fitness,,,plan_adjust,fitness,,,plan_adjust,fitness,,,plan_adjust,fitness,,,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
176,调整本周训练容量，参考近30天训练量,medium,plan_adjust|trend_analysis,fitness,plan_adjust,fitness,,,plan_adjust|trend_analysis,fitness,2026-07-25,2026-08-23,plan_adjust|trend_analysis,fitness,2026-07-25,2026-08-23,plan_adjust|trend_analysis,fitness,2026-07-25,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
177,你好，顺便查一下今天体重,medium,general|data_query,body,data_query,body,,,general|data_query,body,2026-08-23,2026-08-23,data_query,body,,,data_query,body,,,llm_reconciled,False,False,0.5,1.0,0.6666666666666666,False,True,False
178,谢谢，再帮我生成昨天日报,medium,general|report_trigger,,report_trigger,,2026-08-22,2026-08-22,report_trigger,,2026-08-22,2026-08-22,report_trigger,,2026-08-22,2026-08-22,report_trigger,,2026-08-22,2026-08-22,llm_reconciled,False,False,0.5,1.0,0.6666666666666666,False,False,False
179,明白了，那同步一下今天数据,medium,general|sync_trigger,,sync_trigger,,2026-08-23,2026-08-23,sync_trigger,,2026-08-23,2026-08-23,sync_trigger,,2026-08-23,2026-08-23,sync_trigger,,2026-08-23,2026-08-23,llm_reconciled,False,False,0.5,1.0,0.6666666666666666,False,False,False
180,近7天体重变化报告,medium,trend_analysis,body,trend_analysis,body,2026-08-17,2026-08-23,trend_analysis,body,2026-08-17,2026-08-23,trend_analysis,body,2026-08-17,2026-08-23,trend_analysis,body,2026-08-17,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
181,体重变化报告,medium,trend_analysis,body,trend_analysis,body,,,trend_analysis,body,,,trend_analysis,body,,,trend_analysis,body,,,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
182,生成减脂饮食规划文档，结合我的目标,medium,trend_analysis,nutrition,trend_analysis,nutrition,,,trend_analysis,nutrition,,,trend_analysis,nutrition,,,trend_analysis,nutrition,,,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
183,写训练计划并分析近14天训练频率,medium,trend_analysis,fitness,trend_analysis,fitness,2026-08-10,2026-08-23,,,,,,,,,trend_analysis,fitness,2026-08-10,2026-08-23,keyword_fallback,True,True,1.0,1.0,1.0,True,,
184,同步8月23日数据,medium,sync_trigger,,sync_trigger,,2026-08-23,2026-08-23,sync_trigger,,2026-08-23,2026-08-23,sync_trigger,,2026-08-23,2026-08-23,sync_trigger,,2026-08-23,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
185,生成8月23日日报,medium,report_trigger,,report_trigger,,2026-08-23,2026-08-23,report_trigger,,2026-08-23,2026-08-23,report_trigger,,2026-08-23,2026-08-23,report_trigger,,2026-08-23,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
186,记录午餐鸡胸肉并查蛋白,medium,manual_entry|data_query,nutrition,manual_entry,nutrition,,,manual_entry|data_query,nutrition,,,manual_entry|data_query,nutrition,,,manual_entry|data_query,nutrition,,,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
187,设定目标72kg并同步训记,medium,goal_setting|sync_trigger,body,sync_trigger,body,,,goal_setting|sync_trigger,body,,,goal_setting|sync_trigger,body,,,goal_setting|sync_trigger,body,,,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
188,查昨天体脂并画近14天折线图,medium,data_query|chart_trigger,body,chart_trigger,body,2026-08-10,2026-08-23,data_query|chart_trigger,body,2026-08-09,2026-08-23,data_query|chart_trigger,body,2026-08-09,2026-08-23,data_query|chart_trigger,body,2026-08-09,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
189,搜深蹲技巧并对照昨天训练,medium,web_search|data_query,fitness,data_query,fitness,,,web_search|data_query,fitness,2026-08-22,2026-08-22,web_search|data_query,fitness,2026-08-22,2026-08-22,web_search|data_query,fitness,2026-08-22,2026-08-22,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
190,生成近7天训练报告,medium,trend_analysis,fitness,report_trigger,fitness,2026-08-17,2026-08-23,trend_analysis,fitness,2026-08-17,2026-08-23,trend_analysis,fitness,2026-08-17,2026-08-23,trend_analysis,fitness,2026-08-17,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
191,同步近7天后分析饮食趋势,medium,sync_trigger|trend_analysis,nutrition,trend_analysis,nutrition,2026-08-17,2026-08-23,sync_trigger|trend_analysis,nutrition,2026-08-17,2026-08-23,sync_trigger|trend_analysis,nutrition,2026-08-17,2026-08-23,sync_trigger|trend_analysis,nutrition,2026-08-17,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
192,取消训练并录入今天体重,medium,plan_adjust|manual_entry,body,manual_entry,body,2026-08-23,2026-08-23,plan_adjust|manual_entry,body,2026-08-23,2026-08-23,plan_adjust|manual_entry,body,2026-08-23,2026-08-23,plan_adjust|manual_entry,body,2026-08-23,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
193,每天早上同步并每周一生成周报,medium,schedule_manage,,schedule_manage,,,,schedule_manage,,,,schedule_manage,,,,schedule_manage,,,,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
194,生成热量折线图插入8月22日报,medium,chart_trigger|report_trigger,nutrition,report_trigger|chart_trigger,nutrition,2026-08-22,2026-08-22,chart_trigger,nutrition,2026-08-22,2026-08-22,chart_trigger,nutrition,2026-08-22,2026-08-22,chart_trigger,nutrition,2026-08-22,2026-08-22,llm_reconciled,True,False,0.5,1.0,0.6666666666666666,False,True,True
195,记录晚餐后分析近3天热量,medium,manual_entry|trend_analysis,nutrition,trend_analysis,nutrition,2026-08-21,2026-08-23,manual_entry|trend_analysis,nutrition,2026-08-21,2026-08-23,manual_entry|trend_analysis,nutrition,2026-08-21,2026-08-23,manual_entry|trend_analysis,nutrition,2026-08-21,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
196,查今天训练并调整明天计划,medium,data_query|plan_adjust,fitness,plan_adjust,fitness,,,data_query|plan_adjust,fitness,,,data_query|plan_adjust,fitness,,,data_query|plan_adjust,fitness,,,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
197,目标增肌到78kg并写训练文档,medium,goal_setting|trend_analysis,fitness,trend_analysis,body,,,goal_setting|trend_analysis,fitness,,,goal_setting|trend_analysis,fitness,,,goal_setting|trend_analysis,fitness,,,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
198,同步、分析、出图、写报告,medium,sync_trigger|trend_analysis|chart_trigger|report_trigger,body,general,,,,sync_trigger|trend_analysis|chart_trigger,,,,sync_trigger|trend_analysis|chart_trigger,,,,sync_trigger|trend_analysis|chart_trigger,,,,llm_reconciled,True,False,0.75,1.0,0.8571428571428571,False,True,True
199,你好，帮我同步今天数据,medium,general|sync_trigger,,sync_trigger,,2026-08-23,2026-08-23,sync_trigger,,2026-08-23,2026-08-23,sync_trigger,,2026-08-23,2026-08-23,sync_trigger,,2026-08-23,2026-08-23,llm_reconciled,False,False,0.5,1.0,0.6666666666666666,False,False,False
200,分析近7天背部训练并安排今天练背,medium,trend_analysis,fitness,trend_analysis,fitness,2026-08-17,2026-08-23,trend_analysis|plan_adjust,fitness,2026-08-17,2026-08-23,trend_analysis|plan_adjust,fitness,2026-08-17,2026-08-23,trend_analysis|plan_adjust,fitness,2026-08-17,2026-08-23,llm_reconciled,True,False,1.0,0.5,0.6666666666666666,True,True,True
